id,date,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,sqft_living15,sqft_lot15
3121069036,20141208T000000,617000.00,3.00,1.75,3020.00,360241.00,2.00,0.00,0.00,3.00,8.00,3020.00,0.00,1992.00,0.00,98092.00,47.27,-122.09,1890.00,209959.00
2540800390,20140904T000000,469000.00,3.00,2.25,1820.00,8446.00,2.00,0.00,0.00,3.00,8.00,1820.00,0.00,1978.00,0.00,98034.00,47.72,-122.24,1850.00,8437.00
7978800621,20140811T000000,229000.00,3.00,1.00,1370.00,56628.00,1.00,0.00,0.00,3.00,7.00,1370.00,0.00,1942.00,0.00,98003.00,47.31,-122.31,1768.00,8702.00
1336300445,20150422T000000,1265000.00,4.00,3.00,3130.00,2646.00,2.50,0.00,0.00,5.00,9.00,2290.00,840.00,1906.00,0.00,98102.00,47.63,-122.32,2920.00,4500.00
6159400060,20140805T000000,365000.00,3.00,1.50,1640.00,8301.00,1.00,0.00,0.00,3.00,7.00,1290.00,350.00,1958.00,0.00,98155.00,47.74,-122.33,1640.00,8955.00
9510930350,20141212T000000,429000.00,4.00,2.50,2650.00,9301.00,2.00,0.00,0.00,3.00,9.00,2650.00,0.00,2001.00,0.00,98001.00,47.35,-122.27,2730.00,8688.00
5535600520,20141208T000000,550000.00,4.00,2.50,2850.00,6809.00,2.00,0.00,0.00,3.00,9.00,2850.00,0.00,2003.00,0.00,98019.00,47.74,-121.97,2820.00,7500.00
7634800070,20150116T000000,453000.00,3.00,2.50,1820.00,16300.00,1.00,0.00,0.00,4.00,7.00,1220.00,600.00,1955.00,0.00,98166.00,47.46,-122.37,1870.00,16300.00
8581200350,20140617T000000,187500.00,3.00,1.50,1180.00,7000.00,1.00,0.00,0.00,4.00,7.00,1180.00,0.00,1977.00,0.00,98023.00,47.30,-122.37,1180.00,7370.00
6190701146,20150415T000000,520500.00,6.00,2.50,1880.00,14350.00,1.00,0.00,0.00,5.00,7.00,1640.00,240.00,1955.00,0.00,98133.00,47.76,-122.35,1510.00,9840.00
522059299,20150204T000000,300000.00,3.00,1.75,1280.00,12776.00,1.00,0.00,0.00,4.00,7.00,1280.00,0.00,1977.00,0.00,98031.00,47.42,-122.20,1680.00,11704.00
1513800036,20140516T000000,799000.00,4.00,3.25,3120.00,5000.00,2.00,0.00,0.00,3.00,9.00,2370.00,750.00,2005.00,0.00,98115.00,47.69,-122.30,2520.00,6000.00
6699930550,20150203T000000,338000.00,3.00,2.50,2470.00,4948.00,2.00,0.00,0.00,3.00,8.00,2470.00,0.00,2003.00,0.00,98038.00,47.34,-122.04,2500.00,4993.00
9839300875,20140514T000000,800000.00,3.00,1.00,1700.00,4400.00,1.50,0.00,0.00,4.00,8.00,1700.00,0.00,1906.00,0.00,98122.00,47.61,-122.29,1610.00,4180.00
2493200435,20140825T000000,360000.00,2.00,2.00,1180.00,3200.00,1.00,0.00,1.00,4.00,6.00,590.00,590.00,1945.00,0.00,98136.00,47.53,-122.38,1350.00,4000.00
226039282,20140728T000000,442500.00,6.00,2.50,2800.00,10490.00,1.00,0.00,0.00,3.00,7.00,1400.00,1400.00,1968.00,0.00,98177.00,47.77,-122.38,2290.00,8716.00
1020069017,20150327T000000,700000.00,4.00,1.00,1300.00,1651359.00,1.00,0.00,3.00,4.00,6.00,1300.00,0.00,1920.00,0.00,98022.00,47.23,-122.02,2560.00,425581.00
5450900140,20140508T000000,830000.00,5.00,3.00,3040.00,9601.00,1.00,0.00,0.00,5.00,9.00,1970.00,1070.00,1968.00,0.00,98040.00,47.56,-122.22,3180.00,12390.00
8093800200,20141118T000000,360400.00,3.00,2.50,1630.00,11592.00,2.00,0.00,0.00,3.00,8.00,1630.00,0.00,1987.00,0.00,98011.00,47.76,-122.23,1700.00,8850.00
3205000310,20141121T000000,345000.00,3.00,1.00,1340.00,9339.00,1.00,0.00,0.00,5.00,7.00,1340.00,0.00,1960.00,0.00,98056.00,47.54,-122.18,1310.00,9350.00
7230000350,20140909T000000,300000.00,3.00,1.75,1830.00,51836.00,1.00,0.00,0.00,4.00,7.00,1430.00,400.00,1966.00,0.00,98059.00,47.48,-122.10,1320.00,51400.00
1066600045,20140904T000000,350000.00,3.00,1.00,1240.00,10800.00,1.00,0.00,0.00,5.00,7.00,1240.00,0.00,1959.00,0.00,98056.00,47.52,-122.19,1810.00,10800.00
2822069078,20141008T000000,368000.00,4.00,2.00,2500.00,36900.00,1.00,0.00,0.00,3.00,7.00,1540.00,960.00,1972.00,0.00,98038.00,47.37,-122.05,1960.00,36900.00
8731900340,20140623T000000,264000.00,3.00,1.75,1760.00,7482.00,1.00,0.00,0.00,4.00,8.00,1760.00,0.00,1966.00,0.00,98023.00,47.31,-122.37,2000.00,7500.00
5088500310,20150312T000000,435000.00,3.00,2.00,2660.00,16677.00,1.00,0.00,0.00,3.00,9.00,2210.00,450.00,1990.00,0.00,98038.00,47.37,-122.06,2660.00,11355.00
1823059205,20140604T000000,200000.00,3.00,1.50,2060.00,15837.00,1.50,0.00,0.00,3.00,6.00,2060.00,0.00,1903.00,0.00,98055.00,47.48,-122.22,2190.00,8549.00
225039082,20140514T000000,620000.00,5.00,2.50,2540.00,3832.00,2.00,0.00,0.00,5.00,8.00,1760.00,780.00,1929.00,0.00,98117.00,47.68,-122.40,2000.00,5289.00
5021900140,20141120T000000,1679000.00,5.00,4.25,4830.00,11466.00,2.00,0.00,0.00,3.00,10.00,3720.00,1110.00,2014.00,0.00,98040.00,47.58,-122.22,2180.00,11017.00
7883603750,20141209T000000,337000.00,3.00,1.75,1400.00,6000.00,1.00,0.00,0.00,4.00,7.00,700.00,700.00,1919.00,0.00,98108.00,47.53,-122.32,1030.00,6000.00
8081500060,20141001T000000,1928000.00,4.00,3.25,4280.00,20296.00,2.00,0.00,0.00,4.00,11.00,4280.00,0.00,1984.00,0.00,98004.00,47.64,-122.21,3420.00,16351.00
8099900260,20140528T000000,544500.00,4.00,2.50,2230.00,10414.00,1.00,0.00,0.00,5.00,7.00,1450.00,780.00,1974.00,0.00,98075.00,47.58,-122.00,1960.00,10240.00
913000340,20150102T000000,252000.00,1.00,1.00,680.00,1638.00,1.00,0.00,4.00,1.00,6.00,680.00,0.00,1910.00,1992.00,98116.00,47.58,-122.40,1010.00,3621.00
2115200160,20140605T000000,445000.00,4.00,2.50,2340.00,3784.00,2.00,0.00,0.00,3.00,8.00,2340.00,0.00,2008.00,0.00,98106.00,47.54,-122.35,1730.00,4000.00
5095600310,20140725T000000,379500.00,3.00,2.25,2070.00,14196.00,2.00,0.00,0.00,3.00,7.00,2070.00,0.00,1989.00,0.00,98059.00,47.46,-122.07,1550.00,13860.00
5402100045,20150311T000000,189950.00,4.00,2.00,1910.00,4225.00,1.00,0.00,0.00,4.00,6.00,910.00,1000.00,1919.00,0.00,98001.00,47.31,-122.23,1060.00,4800.00
2258500049,20140602T000000,469000.00,3.00,1.00,950.00,4250.00,1.50,0.00,0.00,5.00,6.00,950.00,0.00,1948.00,0.00,98122.00,47.61,-122.31,2130.00,5120.00
626100023,20140611T000000,600000.00,5.00,2.75,2910.00,53898.00,1.00,0.00,0.00,5.00,7.00,1510.00,1400.00,1979.00,0.00,98077.00,47.72,-122.06,3210.00,216928.00
4309720160,20141107T000000,785000.00,3.00,2.50,2930.00,33981.00,2.00,0.00,2.00,3.00,9.00,2930.00,0.00,2000.00,0.00,98059.00,47.52,-122.12,3720.00,35230.00
1843100070,20150210T000000,372000.00,4.00,2.75,2610.00,8967.00,2.00,0.00,0.00,4.00,8.00,2610.00,0.00,1990.00,0.00,98042.00,47.37,-122.12,2390.00,7852.00
4307350520,20150225T000000,445000.00,5.00,3.00,3880.00,7180.00,2.00,0.00,0.00,3.00,7.00,3880.00,0.00,2004.00,0.00,98056.00,47.48,-122.18,2160.00,4793.00
5561401260,20141014T000000,508000.00,4.00,2.25,3320.00,53392.00,2.00,0.00,0.00,4.00,8.00,2000.00,1320.00,1986.00,0.00,98027.00,47.47,-122.01,3230.00,43129.00
2883200966,20150318T000000,780000.00,5.00,1.50,1940.00,4800.00,2.00,0.00,0.00,3.00,8.00,1940.00,0.00,1905.00,0.00,98103.00,47.68,-122.33,1750.00,4800.00
7214800240,20150316T000000,541100.00,4.00,2.25,2510.00,9800.00,2.00,0.00,0.00,3.00,9.00,2510.00,0.00,1978.00,0.00,98072.00,47.75,-122.15,2440.00,11000.00
3629920860,20150105T000000,729000.00,4.00,2.50,2660.00,5608.00,2.00,0.00,0.00,3.00,9.00,2660.00,0.00,2003.00,0.00,98029.00,47.54,-122.00,3010.00,5608.00
1320069179,20141104T000000,397000.00,3.00,2.00,1710.00,134489.00,1.00,0.00,2.00,5.00,7.00,1710.00,0.00,1952.00,0.00,98022.00,47.22,-121.98,1700.00,63823.00
9424400200,20140515T000000,451555.00,2.00,1.00,1320.00,4520.00,1.00,0.00,1.00,3.00,6.00,1320.00,0.00,1912.00,1971.00,98116.00,47.57,-122.39,1420.00,4560.00
3500100189,20140630T000000,300000.00,2.00,1.00,960.00,8153.00,1.00,0.00,0.00,3.00,6.00,960.00,0.00,1947.00,0.00,98155.00,47.73,-122.30,1160.00,8199.00
2787720140,20150407T000000,416000.00,3.00,2.50,1790.00,11542.00,1.00,0.00,0.00,5.00,7.00,1190.00,600.00,1969.00,0.00,98059.00,47.51,-122.16,1790.00,9131.00
3856904740,20141021T000000,490000.00,2.00,1.00,950.00,3060.00,1.00,0.00,0.00,3.00,6.00,810.00,140.00,1925.00,0.00,98105.00,47.67,-122.32,1510.00,3780.00
254000445,20150129T000000,480000.00,6.00,3.75,2940.00,5054.00,2.00,0.00,0.00,3.00,7.00,2940.00,0.00,1942.00,2003.00,98146.00,47.51,-122.39,1530.00,5320.00
6821101837,20150203T000000,368000.00,2.00,2.00,930.00,1662.00,1.00,0.00,0.00,3.00,7.00,670.00,260.00,2002.00,0.00,98199.00,47.65,-122.40,1780.00,2343.00
5608000700,20140918T000000,1038000.00,3.00,2.50,4570.00,10615.00,2.00,0.00,0.00,3.00,12.00,4570.00,0.00,1991.00,0.00,98027.00,47.55,-122.10,3860.00,11576.00
7784400060,20150120T000000,545000.00,3.00,2.50,2370.00,9000.00,1.00,0.00,3.00,4.00,8.00,1570.00,800.00,1952.00,0.00,98146.00,47.49,-122.37,2120.00,9500.00
3295610350,20150323T000000,850000.00,5.00,2.75,3430.00,15119.00,2.00,0.00,0.00,3.00,10.00,3430.00,0.00,1998.00,0.00,98075.00,47.57,-122.03,3430.00,12045.00
3260570260,20141204T000000,550000.00,4.00,3.50,3540.00,4750.00,2.00,0.00,0.00,3.00,10.00,3540.00,0.00,2003.00,0.00,98055.00,47.47,-122.19,3310.00,5655.00
1592000260,20150217T000000,600000.00,3.00,2.25,2240.00,9314.00,2.00,0.00,0.00,3.00,9.00,2240.00,0.00,1984.00,0.00,98074.00,47.62,-122.03,2240.00,9314.00
8670000060,20140827T000000,535000.00,4.00,2.50,2710.00,12138.00,1.00,0.00,0.00,3.00,8.00,1700.00,1010.00,1968.00,0.00,98155.00,47.77,-122.29,2390.00,10052.00
8113600004,20140520T000000,599950.00,3.00,2.50,2660.00,4975.00,2.00,0.00,0.00,3.00,8.00,2660.00,0.00,2014.00,0.00,98118.00,47.55,-122.27,1840.00,6653.00
235000075,20140718T000000,531000.00,5.00,2.75,2540.00,5022.00,1.00,0.00,0.00,4.00,8.00,1540.00,1000.00,1955.00,0.00,98108.00,47.56,-122.30,2510.00,5182.00
1951700700,20140605T000000,530000.00,4.00,2.25,2210.00,7665.00,2.00,0.00,0.00,4.00,8.00,2210.00,0.00,1968.00,0.00,98006.00,47.54,-122.17,1960.00,7903.00
1832100030,20140625T000000,597326.00,4.00,4.00,3570.00,8250.00,2.00,0.00,0.00,3.00,10.00,2860.00,710.00,2015.00,0.00,98040.00,47.58,-122.23,2230.00,10000.00
8565000030,20150429T000000,805000.00,4.00,2.50,3450.00,33460.00,2.00,0.00,0.00,3.00,9.00,3450.00,0.00,1997.00,0.00,98077.00,47.77,-122.10,2820.00,35250.00
2473350710,20141027T000000,390000.00,4.00,1.75,2330.00,8364.00,1.00,0.00,0.00,4.00,8.00,2330.00,0.00,1968.00,0.00,98058.00,47.46,-122.15,2180.00,9630.00
9521101221,20140519T000000,487250.00,4.00,2.00,1690.00,3250.00,1.50,0.00,0.00,3.00,7.00,1550.00,140.00,1901.00,0.00,98103.00,47.66,-122.35,1620.00,3250.00
6152900273,20140909T000000,301000.00,3.00,1.50,1030.00,8414.00,1.00,0.00,0.00,4.00,7.00,1030.00,0.00,1967.00,0.00,98155.00,47.77,-122.30,1750.00,8414.00
2721600125,20150205T000000,1175000.00,5.00,2.75,2560.00,5618.00,1.50,0.00,2.00,3.00,8.00,2220.00,340.00,1923.00,0.00,98109.00,47.64,-122.36,2740.00,4000.00
1180002378,20140926T000000,299000.00,4.00,2.50,1950.00,3000.00,2.00,0.00,0.00,3.00,7.00,1950.00,0.00,2002.00,0.00,98178.00,47.50,-122.23,1170.00,6000.00
625059051,20140903T000000,2350000.00,4.00,2.25,4370.00,22863.00,2.50,0.00,3.00,4.00,10.00,3670.00,700.00,1907.00,1994.00,98033.00,47.69,-122.22,2980.00,22863.00
2113700060,20141014T000000,400000.00,4.00,2.50,2350.00,3904.00,2.50,0.00,0.00,3.00,7.00,2350.00,0.00,1999.00,0.00,98106.00,47.53,-122.35,1120.00,4000.00
7016100570,20141201T000000,467500.00,4.00,2.50,3160.00,7210.00,1.00,0.00,0.00,4.00,7.00,1880.00,1280.00,1969.00,0.00,98034.00,47.74,-122.18,2070.00,7560.00
2944500710,20150220T000000,305000.00,4.00,2.50,2430.00,9103.00,2.00,0.00,0.00,3.00,8.00,2430.00,0.00,1990.00,0.00,98023.00,47.29,-122.37,2260.00,8090.00
1549500370,20140505T000000,210000.00,3.00,1.00,1340.00,306848.00,1.00,0.00,0.00,3.00,5.00,1340.00,0.00,1953.00,0.00,98019.00,47.75,-121.91,1800.00,128066.00
7211340030,20150428T000000,300000.00,3.00,1.00,1010.00,10168.00,1.00,0.00,0.00,3.00,6.00,1010.00,0.00,1979.00,0.00,98014.00,47.65,-121.91,1180.00,10318.00
2473480520,20140908T000000,327500.00,3.00,2.25,1770.00,8755.00,1.00,0.00,0.00,3.00,8.00,1330.00,440.00,1981.00,0.00,98058.00,47.45,-122.12,1910.00,8710.00
1722059326,20140805T000000,269000.00,3.00,2.00,1210.00,7136.00,1.00,0.00,0.00,3.00,7.00,1210.00,0.00,2003.00,0.00,98031.00,47.40,-122.20,1210.00,5765.00
9414100030,20150331T000000,975000.00,4.00,3.25,3330.00,17533.00,1.00,0.00,2.00,3.00,9.00,1750.00,1580.00,1969.00,0.00,98033.00,47.65,-122.20,3340.00,12798.00
8911000030,20141210T000000,355000.00,3.00,1.00,1240.00,5400.00,1.00,0.00,0.00,4.00,7.00,1060.00,180.00,1940.00,0.00,98133.00,47.71,-122.36,1429.00,5400.00
2264500890,20140508T000000,712000.00,3.00,1.00,1250.00,4620.00,1.50,0.00,0.00,4.00,7.00,1150.00,100.00,1900.00,0.00,98103.00,47.65,-122.34,1900.00,4400.00
2481630200,20140614T000000,883000.00,4.00,2.50,2960.00,41656.00,2.00,0.00,0.00,3.00,10.00,2960.00,0.00,1985.00,0.00,98072.00,47.73,-122.13,3900.00,35104.00
7299500200,20140815T000000,190000.00,2.00,1.00,840.00,12252.00,1.00,0.00,0.00,3.00,6.00,840.00,0.00,1994.00,0.00,98010.00,47.31,-122.01,1010.00,11876.00
8598900125,20150406T000000,443000.00,3.00,1.75,1530.00,8028.00,1.00,0.00,0.00,3.00,7.00,1200.00,330.00,1967.00,0.00,98177.00,47.78,-122.36,1530.00,8028.00
7504010560,20140509T000000,920000.00,4.00,3.00,3750.00,11025.00,2.00,0.00,0.00,3.00,10.00,3750.00,0.00,1976.00,0.00,98074.00,47.64,-122.06,2930.00,12835.00
8732130140,20141222T000000,285000.00,4.00,2.25,2150.00,8250.00,1.00,0.00,0.00,4.00,7.00,1240.00,910.00,1978.00,0.00,98023.00,47.30,-122.38,2050.00,7875.00
2492200335,20150423T000000,901000.00,4.00,3.25,1560.00,4080.00,1.00,0.00,0.00,3.00,7.00,1560.00,0.00,1916.00,0.00,98126.00,47.53,-122.38,1370.00,4080.00
2770606602,20150305T000000,552500.00,3.00,1.75,2040.00,5775.00,1.00,0.00,0.00,3.00,7.00,1410.00,630.00,1958.00,0.00,98199.00,47.66,-122.39,1360.00,4400.00
7211400990,20150303T000000,256000.00,2.00,1.00,860.00,5000.00,1.00,0.00,0.00,3.00,6.00,860.00,0.00,1915.00,1945.00,98146.00,47.51,-122.36,1220.00,5000.00
7148700160,20140512T000000,341000.00,3.00,1.50,1720.00,7119.00,1.50,0.00,0.00,4.00,7.00,1720.00,0.00,1952.00,0.00,98155.00,47.75,-122.31,1590.00,7616.00
984220370,20150326T000000,279000.00,4.00,2.25,2090.00,8941.00,2.00,0.00,0.00,3.00,7.00,2090.00,0.00,1975.00,0.00,98058.00,47.43,-122.17,1890.00,7946.00
2600000510,20140726T000000,686000.00,4.00,2.25,2130.00,10650.00,2.00,0.00,0.00,4.00,8.00,2130.00,0.00,1977.00,0.00,98006.00,47.56,-122.16,3380.00,10050.00
7123400045,20140523T000000,225000.00,2.00,1.00,1300.00,11867.00,1.50,0.00,0.00,4.00,6.00,1300.00,0.00,1975.00,0.00,98010.00,47.32,-121.90,820.00,11867.00
3751602329,20140627T000000,215500.00,2.00,1.75,1220.00,15600.00,1.00,0.00,0.00,3.00,6.00,1220.00,0.00,1972.00,0.00,98001.00,47.29,-122.27,1510.00,17818.00
6819100310,20150414T000000,950000.00,4.00,3.00,2420.00,4800.00,1.50,0.00,0.00,3.00,7.00,1520.00,900.00,1919.00,0.00,98119.00,47.65,-122.36,1090.00,3800.00
2925079012,20141105T000000,503000.00,4.00,2.50,2940.00,156988.00,2.00,0.00,2.00,3.00,9.00,1870.00,1070.00,1996.00,0.00,98014.00,47.62,-121.95,2940.00,71002.00
7202430060,20150122T000000,780000.00,3.00,2.50,2610.00,7567.00,2.00,0.00,0.00,3.00,9.00,2610.00,0.00,1997.00,0.00,98052.00,47.67,-122.14,2610.00,8458.00
185000118,20150223T000000,212000.00,4.00,2.00,1880.00,7500.00,1.00,0.00,0.00,5.00,6.00,980.00,900.00,1946.00,0.00,98178.00,47.50,-122.27,1670.00,14350.00
1139000685,20140729T000000,580000.00,4.00,2.75,2330.00,6703.00,1.50,0.00,0.00,3.00,7.00,1710.00,620.00,1983.00,0.00,98177.00,47.71,-122.36,2060.00,7500.00
5312100060,20141111T000000,465000.00,4.00,2.50,2200.00,3141.00,2.00,0.00,0.00,3.00,7.00,2060.00,140.00,1994.00,0.00,98144.00,47.57,-122.31,1660.00,3175.00
3356404330,20141119T000000,206000.00,4.00,2.00,1720.00,7560.00,1.00,0.00,0.00,3.00,7.00,1720.00,0.00,1959.00,0.00,98001.00,47.28,-122.25,1750.00,7988.00
7805460030,20150223T000000,615000.00,3.00,2.50,2250.00,10171.00,2.00,0.00,0.00,3.00,9.00,2250.00,0.00,1987.00,0.00,98006.00,47.56,-122.11,2440.00,13390.00
1705400055,20140719T000000,519000.00,4.00,1.00,1640.00,6305.00,1.50,0.00,0.00,5.00,6.00,1640.00,0.00,1907.00,0.00,98118.00,47.56,-122.28,1590.00,4816.00
3303980520,20150423T000000,1135000.00,4.00,3.25,4130.00,11444.00,2.00,0.00,0.00,3.00,11.00,4130.00,0.00,2001.00,0.00,98059.00,47.52,-122.15,3720.00,11431.00
2538410140,20140808T000000,330000.00,5.00,2.50,2600.00,3839.00,2.00,0.00,0.00,3.00,7.00,2600.00,0.00,2005.00,0.00,98058.00,47.43,-122.15,2180.00,4800.00
3810000860,20150506T000000,240000.00,4.00,1.50,1920.00,7973.00,1.00,0.00,0.00,3.00,8.00,1920.00,0.00,1955.00,0.00,98178.00,47.50,-122.24,2020.00,8840.00
8079100370,20141107T000000,574000.00,3.00,2.00,2060.00,7000.00,1.00,0.00,0.00,4.00,9.00,2060.00,0.00,1988.00,0.00,98029.00,47.56,-122.01,2110.00,7000.00
2025770560,20141103T000000,930000.00,4.00,4.25,5710.00,24663.00,2.00,0.00,0.00,3.00,11.00,5710.00,0.00,2007.00,0.00,98092.00,47.31,-122.16,4060.00,23847.00
225069017,20140714T000000,850000.00,4.00,3.00,2720.00,183823.00,2.00,0.00,0.00,3.00,8.00,2720.00,0.00,1975.00,2007.00,98053.00,47.67,-122.00,2140.00,173804.00
1138010510,20141212T000000,415000.00,3.00,1.50,1490.00,7275.00,1.00,0.00,0.00,3.00,7.00,1090.00,400.00,1974.00,0.00,98034.00,47.71,-122.21,1420.00,7330.00
4358700135,20141118T000000,480000.00,3.00,2.50,2360.00,9005.00,1.00,0.00,0.00,5.00,7.00,1340.00,1020.00,1929.00,0.00,98133.00,47.71,-122.34,1520.00,9005.00
4327100045,20140721T000000,300000.00,5.00,1.00,1940.00,8875.00,1.00,0.00,0.00,3.00,7.00,1940.00,0.00,1957.00,0.00,98188.00,47.44,-122.28,1380.00,8875.00
6804600550,20140708T000000,439000.00,4.00,2.25,2570.00,9503.00,2.00,0.00,0.00,3.00,8.00,2570.00,0.00,1980.00,0.00,98011.00,47.76,-122.17,1950.00,9600.00
5634500251,20150327T000000,450000.00,3.00,1.00,1160.00,36831.00,1.00,0.00,0.00,3.00,7.00,1160.00,0.00,1938.00,0.00,98028.00,47.75,-122.24,1800.00,15640.00
3125079062,20150426T000000,589000.00,3.00,2.50,2660.00,206480.00,1.00,0.00,0.00,3.00,8.00,2660.00,0.00,1989.00,0.00,98024.00,47.60,-121.96,2660.00,206736.00
3629920140,20150407T000000,477000.00,3.00,2.25,1260.00,3000.00,2.00,0.00,0.00,3.00,7.00,1260.00,0.00,2003.00,0.00,98029.00,47.55,-122.00,1630.00,3023.00
6844703410,20140924T000000,587500.00,4.00,2.25,1780.00,6120.00,1.00,0.00,0.00,3.00,8.00,1310.00,470.00,1951.00,0.00,98115.00,47.70,-122.29,1780.00,6120.00
1337300070,20140924T000000,1315000.00,4.00,2.25,3180.00,6105.00,2.00,0.00,0.00,3.00,10.00,3180.00,0.00,1905.00,0.00,98112.00,47.63,-122.31,3180.00,6029.00
9290900160,20140911T000000,1430000.00,4.00,2.50,3380.00,27589.00,2.00,0.00,0.00,3.00,10.00,3380.00,0.00,1966.00,0.00,98004.00,47.63,-122.23,3390.00,20075.00
2251500270,20150413T000000,700000.00,4.00,2.25,2690.00,15000.00,2.00,0.00,0.00,3.00,9.00,1890.00,800.00,1978.00,0.00,98074.00,47.61,-122.06,2670.00,15030.00
414100295,20140623T000000,275000.00,2.00,1.00,1180.00,6552.00,1.00,0.00,0.00,4.00,6.00,1180.00,0.00,1949.00,0.00,98133.00,47.75,-122.34,1070.00,7200.00
1771110640,20140624T000000,367500.00,3.00,1.00,1660.00,11783.00,1.00,0.00,0.00,4.00,7.00,1160.00,500.00,1978.00,0.00,98077.00,47.76,-122.08,1320.00,10541.00
808300550,20150505T000000,453250.00,4.00,2.50,2260.00,6300.00,2.00,0.00,0.00,3.00,7.00,2260.00,0.00,2001.00,0.00,98019.00,47.72,-121.96,2300.00,6300.00
4322500055,20150417T000000,607000.00,5.00,1.75,1910.00,5428.00,1.00,0.00,0.00,3.00,8.00,1390.00,520.00,1954.00,0.00,98136.00,47.53,-122.39,1820.00,5900.00
3810000565,20140702T000000,255000.00,4.00,2.00,2430.00,8960.00,1.00,0.00,0.00,3.00,7.00,1430.00,1000.00,1960.00,0.00,98178.00,47.50,-122.23,2430.00,8960.00
461002025,20150501T000000,501000.00,2.00,2.00,1300.00,2500.00,1.00,0.00,0.00,4.00,7.00,770.00,530.00,1926.00,0.00,98117.00,47.68,-122.37,1160.00,5000.00
8559900140,20150331T000000,450000.00,3.00,1.00,1060.00,4650.00,1.00,0.00,0.00,3.00,7.00,910.00,150.00,1950.00,0.00,98116.00,47.58,-122.39,1480.00,4750.00
8899210320,20140820T000000,360000.00,3.00,2.25,2200.00,8000.00,2.00,0.00,0.00,3.00,8.00,2200.00,0.00,1981.00,0.00,98055.00,47.45,-122.21,2170.00,8000.00
952002765,20141114T000000,460000.00,4.00,1.75,1720.00,3050.00,1.50,0.00,0.00,5.00,7.00,1040.00,680.00,1929.00,0.00,98116.00,47.57,-122.38,1570.00,6100.00
7101100055,20150303T000000,753000.00,3.00,1.75,2360.00,8290.00,1.00,0.00,0.00,4.00,7.00,1180.00,1180.00,1950.00,0.00,98115.00,47.67,-122.28,1880.00,7670.00
3013300510,20150506T000000,389950.00,2.00,1.00,820.00,4234.00,1.00,0.00,1.00,3.00,6.00,820.00,0.00,1951.00,0.00,98136.00,47.53,-122.39,1550.00,4236.00
1623300765,20140506T000000,469000.00,2.00,1.00,1030.00,4400.00,1.00,0.00,0.00,3.00,7.00,1030.00,0.00,1924.00,0.00,98117.00,47.68,-122.36,1400.00,4200.00
9322800260,20140912T000000,550000.00,4.00,1.75,2030.00,5688.00,2.00,0.00,4.00,4.00,9.00,1730.00,300.00,1939.00,0.00,98146.00,47.51,-122.39,2320.00,11107.00
6141600140,20140904T000000,565000.00,5.00,3.50,2700.00,11675.00,1.50,0.00,2.00,4.00,6.00,1950.00,750.00,1948.00,0.00,98133.00,47.72,-122.35,2160.00,8114.00
9315300260,20140521T000000,189650.00,2.00,1.75,1100.00,7600.00,1.00,0.00,0.00,3.00,6.00,1100.00,0.00,1980.00,0.00,98198.00,47.41,-122.32,1230.00,7350.00
7015200335,20140619T000000,1525000.00,4.00,3.25,3620.00,5131.00,2.00,0.00,3.00,4.00,11.00,2350.00,1270.00,1927.00,0.00,98119.00,47.65,-122.37,2550.00,5174.00
1545806510,20140820T000000,260000.00,3.00,1.75,1340.00,8000.00,1.00,0.00,0.00,3.00,7.00,1340.00,0.00,1980.00,0.00,98038.00,47.37,-122.04,1690.00,8000.00
8643200055,20140601T000000,243000.00,3.00,1.75,1790.00,12000.00,1.00,0.00,0.00,3.00,7.00,1040.00,750.00,1960.00,0.00,98198.00,47.39,-122.31,1840.00,12000.00
7855000550,20141201T000000,1100000.00,4.00,2.50,3830.00,13800.00,1.00,0.00,4.00,4.00,9.00,2030.00,1800.00,1969.00,0.00,98006.00,47.57,-122.16,3460.00,9875.00
1313500070,20140820T000000,249000.00,3.00,1.50,1580.00,7200.00,1.00,0.00,0.00,4.00,7.00,1080.00,500.00,1976.00,0.00,98092.00,47.28,-122.15,1580.00,7470.00
290000055,20140516T000000,720000.00,2.00,1.00,2020.00,7200.00,1.00,0.00,3.00,4.00,7.00,1700.00,320.00,1947.00,0.00,98146.00,47.51,-122.38,2020.00,7200.00
4139460200,20150325T000000,905000.00,4.00,2.50,3330.00,9557.00,2.00,0.00,0.00,3.00,10.00,3330.00,0.00,1995.00,0.00,98006.00,47.55,-122.10,3360.00,9755.00
3931900295,20150423T000000,824500.00,4.00,2.50,2610.00,3500.00,1.50,0.00,0.00,5.00,7.00,1610.00,1000.00,1927.00,0.00,98115.00,47.68,-122.33,1820.00,3900.00
7365600070,20140624T000000,762500.00,4.00,2.75,2610.00,8760.00,1.00,0.00,0.00,4.00,8.00,1760.00,850.00,1978.00,0.00,98040.00,47.59,-122.23,2550.00,10376.00
9274200320,20150413T000000,580000.00,3.00,2.50,1740.00,1280.00,3.00,0.00,2.00,3.00,8.00,1740.00,0.00,2008.00,0.00,98116.00,47.59,-122.39,1740.00,1308.00
8856920260,20140818T000000,380000.00,3.00,2.00,1840.00,8580.00,1.00,0.00,0.00,3.00,8.00,1840.00,0.00,1990.00,0.00,98058.00,47.46,-122.13,2190.00,8580.00
